Loop,1
Step,1
Setting
(12:25:09.680),CH1,=,4,V,6.75,A
Reading
(12:25:10.208),[0.5369759],CH1,=,3.241,V,6.752,A
(12:25:10.456),[0.7850168],CH1,=,3.25,V,6.752,A
(12:25:10.688),[1.0167013],CH1,=,3.257,V,6.752,A
(12:25:10.918),[1.2468257],CH1,=,3.262,V,6.752,A
(12:25:11.163),[1.492032],CH1,=,3.264,V,6.752,A
(12:25:11.395),[1.7237525],CH1,=,3.265,V,6.752,A
(12:25:11.627),[1.9561793],CH1,=,3.265,V,6.752,A
(12:25:11.858),[2.1873243],CH1,=,3.266,V,6.752,A
(12:25:12.090),[2.4189525],CH1,=,3.263,V,6.752,A
(12:25:12.323),[2.6515062],CH1,=,3.262,V,6.752,A
(12:25:12.568),[2.8969305],CH1,=,3.262,V,6.752,A
(12:25:12.801),[3.1301212],CH1,=,3.26,V,6.752,A
(12:25:13.032),[3.3608738],CH1,=,3.258,V,6.752,A
(12:25:13.262),[3.5906009],CH1,=,3.259,V,6.752,A
(12:25:13.493),[3.8218511],CH1,=,3.256,V,6.752,A
(12:25:13.723),[4.0523446],CH1,=,3.255,V,6.752,A
(12:25:13.955),[4.2838522],CH1,=,3.255,V,6.752,A
(12:25:14.187),[4.5161895],CH1,=,3.254,V,6.752,A
(12:25:14.418),[4.7471009],CH1,=,3.252,V,6.752,A
(12:25:14.662),[4.990635],CH1,=,3.252,V,6.752,A
(12:25:14.894),[5.2226579],CH1,=,3.252,V,6.752,A
(12:25:15.124),[5.4525831],CH1,=,3.25,V,6.752,A
(12:25:15.353),[5.6818461],CH1,=,3.249,V,6.752,A
(12:25:15.583),[5.9119463],CH1,=,3.25,V,6.752,A
(12:25:15.813),[6.1423955],CH1,=,3.248,V,6.752,A
(12:25:16.045),[6.3739267],CH1,=,3.247,V,6.752,A
(12:25:16.275),[6.6038965],CH1,=,3.248,V,6.752,A
(12:25:16.508),[6.8370944],CH1,=,3.246,V,6.752,A
(12:25:16.740),[7.0689382],CH1,=,3.246,V,6.752,A
(12:25:16.972),[7.3007128],CH1,=,3.246,V,6.752,A
(12:25:17.202),[7.5310447],CH1,=,3.245,V,6.752,A
(12:25:17.433),[7.7616851],CH1,=,3.244,V,6.752,A
(12:25:17.664),[7.9934781],CH1,=,3.244,V,6.752,A
(12:25:17.897),[8.225714],CH1,=,3.245,V,6.752,A
(12:25:18.126),[8.454971],CH1,=,3.243,V,6.752,A
(12:25:18.358),[8.686936],CH1,=,3.242,V,6.752,A
(12:25:18.589),[8.9176279],CH1,=,3.243,V,6.752,A
(12:25:18.821),[9.1499217],CH1,=,3.241,V,6.752,A
(12:25:19.051),[9.3804797],CH1,=,3.241,V,6.752,A
(12:25:19.283),[9.6115441],CH1,=,3.242,V,6.752,A
(12:25:19.513),[9.8418979],CH1,=,3.241,V,6.752,A
(12:25:19.743),[10.071717],CH1,=,3.24,V,6.752,A
(12:25:19.975),[10.3036049],CH1,=,3.24,V,6.752,A
(12:25:20.206),[10.5353659],CH1,=,3.241,V,6.752,A
(12:25:20.439),[10.7675592],CH1,=,3.239,V,6.752,A
(12:25:20.668),[10.996939],CH1,=,3.239,V,6.752,A
(12:25:20.899),[11.2280829],CH1,=,3.24,V,6.752,A
(12:25:21.130),[11.4589559],CH1,=,3.238,V,6.752,A
(12:25:21.363),[11.6919824],CH1,=,3.238,V,6.752,A
(12:25:21.593),[11.9218266],CH1,=,3.239,V,6.752,A
(12:25:21.823),[12.1523767],CH1,=,3.237,V,6.752,A
(12:25:22.069),[12.3984726],CH1,=,3.237,V,6.752,A
(12:25:22.298),[12.627479],CH1,=,3.238,V,6.752,A
(12:25:22.531),[12.8596379],CH1,=,3.237,V,6.752,A
(12:25:22.761),[13.089648],CH1,=,3.236,V,6.752,A
(12:25:23.006),[13.3347072],CH1,=,3.236,V,6.752,A
(12:25:23.237),[13.5664205],CH1,=,3.237,V,6.752,A
(12:25:23.468),[13.7971873],CH1,=,3.236,V,6.752,A
(12:25:23.700),[14.02885],CH1,=,3.235,V,6.752,A
(12:25:23.932),[14.2606922],CH1,=,3.236,V,6.752,A
(12:25:24.163),[14.492185],CH1,=,3.235,V,6.752,A
(12:25:24.393),[14.7223166],CH1,=,3.234,V,6.752,A
(12:25:24.625),[14.9540082],CH1,=,3.236,V,6.752,A
(12:25:24.856),[15.1846635],CH1,=,3.234,V,6.752,A
(12:25:25.088),[15.4167888],CH1,=,3.234,V,6.752,A
(12:25:25.333),[15.6620231],CH1,=,3.234,V,6.752,A
(12:25:25.565),[15.8939046],CH1,=,3.234,V,6.752,A
(12:25:25.796),[16.1245393],CH1,=,3.233,V,6.752,A
(12:25:26.025),[16.3543396],CH1,=,3.233,V,6.752,A
(12:25:26.256),[16.585395],CH1,=,3.234,V,6.752,A
(12:25:26.488),[16.817103],CH1,=,3.232,V,6.752,A
(12:25:26.718),[17.0468194],CH1,=,3.232,V,6.752,A
(12:25:26.948),[17.2767681],CH1,=,3.234,V,6.752,A
(12:25:27.193),[17.521945],CH1,=,3.232,V,6.752,A
(12:25:27.424),[17.7531656],CH1,=,3.232,V,6.752,A
(12:25:27.654),[17.9828952],CH1,=,3.233,V,6.752,A
(12:25:27.884),[18.2134761],CH1,=,3.231,V,6.752,A
(12:25:28.115),[18.4442989],CH1,=,3.231,V,6.752,A
(12:25:28.347),[18.6760891],CH1,=,3.232,V,6.752,A
(12:25:28.578),[18.9066249],CH1,=,3.232,V,6.752,A
(12:25:28.810),[19.1385899],CH1,=,3.231,V,6.752,A
(12:25:29.040),[19.3685333],CH1,=,3.231,V,6.752,A
(12:25:29.287),[19.6154975],CH1,=,3.232,V,6.752,A
(12:25:29.518),[19.8467072],CH1,=,3.23,V,6.752,A
(12:25:29.749),[20.0778076],CH1,=,3.23,V,6.752,A
(12:25:29.979),[20.307532],CH1,=,3.231,V,6.752,A
(12:25:30.226),[20.555472],CH1,=,3.23,V,6.752,A
(12:25:30.457),[20.7862771],CH1,=,3.23,V,6.752,A
(12:25:30.689),[21.0178865],CH1,=,3.231,V,6.752,A
(12:25:30.919),[21.2478467],CH1,=,3.229,V,6.752,A
(12:25:31.150),[21.4790747],CH1,=,3.229,V,6.752,A
(12:25:31.398),[21.7273383],CH1,=,3.23,V,6.752,A
(12:25:31.629),[21.9583009],CH1,=,3.229,V,6.752,A
(12:25:31.861),[22.189851],CH1,=,3.229,V,6.752,A
(12:25:32.092),[22.4207981],CH1,=,3.229,V,6.752,A
(12:25:32.323),[22.651733],CH1,=,3.23,V,6.752,A
