mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,xn0,xp0,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
free,2,11,1,0.2518591667932828,0.0011392906759599697,1.0141395985853145e-08,33.65176439285278,,0.17022207010913004,0.3338372244686615,145.31228382468382,1.8934708792000915e-10,0.564594810330698,0.014084038388494785,0.9682251997504028,0.9391663094433204,0.99414203529772,0.8042551968798302,1.0391055510185756,0.9913646167230262
free,2,4,1,0.25251703394397396,0.001826588605831958,2.3403330168677533e-08,33.47561597824097,,0.16911299962243986,0.1319563379541644,7.838554029937494,1.654450047807212e-10,0.8327935259879866,0.012090283506890051,0.9947869105420213,0.9945311487061155,0.9456613461923993,0.7950574843588547,1.0221965500911476,1.0511474019574791
free,2,5,1,0.4537007412003149,0.001385845822200693,2.447335402084884e-08,28.89487051963806,,0.22240709380071344,0.8038462423772885,1.5043904412411124,1.140675475022401e-07,1.0423921763948911,0.012753350327468648,1.006562400365234,1.0048431157071802,1.0058330417588728,0.973418374513765,0.9780314755365705,1.0817463439146855
free,2,13,1,0.2570779588521912,0.0019795125265957836,2.531670917100438e-08,32.69771766662598,,0.1920161376043591,0.29091067676677373,3.444675610381876,1.5861806526457887e-10,0.9049574264729818,0.012267072692660322,0.9970816053673967,0.9856628376416905,0.9580993120794097,0.8690743455263408,1.009467287538999,1.040166296643121
free,2,1,1,0.23913944528692177,0.002487379968002301,4.3656052843471684e-08,34.395570516586304,,0.14718590824945982,0.41811483495934104,0.9366651436411361,1.7326074748447211e-10,1.0749039739746489,0.011811831992687427,1.050500457443807,1.0347779414287486,0.9332838721316962,0.41716679065103157,0.517555383669236,1.0669290257380333
free,2,7,1,2.1556364801595542,0.003324276378029012,5.929172850116024e-08,92.53904604911804,,0.861541839311107,0.2727381294363111,306276399049.7296,33.52513120975874,3.3768029669413986,9.950382845839466e-07,0.7731622598227015,1.2260331692738489,10.089999553766464,1.2993137095557663,0.8171350478728746,126.1890414890107
free,2,3,1,0.7306060031244801,0.0012129658717245917,7.475220569814503e-08,29.981400966644287,,0.459638212909145,0.6029468795586472,564397.909547682,8.201274554420231e-07,0.24604058125771702,0.000988233329527315,4.851600106404383,0.15063462442775863,0.8994523690776243,1.7221685075875286,3.45030641320341,1.0996760397211989
free,2,9,1,1.8597847148105071,0.0004260894739527288,8.075890817644288e-08,29.297831058502197,,0.5658722075922847,0.5397741185361817,425148.10201734817,0.030932224896516196,0.24221846740015246,0.001144156729406762,0.3547983764769639,2.7338806094336054,1.0226544577631178,5.077518694952024,17.074281270508777,1.0460772625769876
free,2,14,1,0.24440214624659973,0.00360354264270768,9.763722266781315e-08,32.744081020355225,,0.3162731559972329,0.4214380768339197,0.8129809621786633,1.6134882625786983e-10,1.220316666294721,0.011753259039416365,1.01734535159968,0.9930133601891405,0.8439691312905415,0.8014999369640696,1.2359152197933287,1.1919747738471744
free,2,15,1,2.0369511750196274,0.005675946959577516,1.9905077046988071e-07,28.329681158065796,,0.6331996139957631,0.25111767885520103,9.032383929075749,1.4622888877260798,1.665455346426373,0.0025187532546732377,2.324275329611627,1.016218820055438,0.1976129971481797,0.00028144430102327244,0.9867644844196023,1.5233578451512195
free,2,6,1,2.1763169484559235,0.0065267331126044326,2.65739861859363e-07,371.5633795261383,,0.9106909348574943,0.17278205106322056,30872571319.40255,46.12126374282154,7.717188277032329,3.3023348894322125e-06,0.7900272917209292,1.1324099677928554,2.633115792729002,1.29794651347222,0.8346274385098632,14.432801062951516
free,2,8,1,2.330559799273555,0.01044666930441629,8.843816272174429e-07,381.32334661483765,,0.737010413355013,0.5630843142521665,827025452694.2317,468649438.17971075,11.792025959086079,5.97442212444748e-07,0.7689290343561982,1.2718316536517746,4.029723523137555,1.1513704826671312,0.9472394552747652,45.81759580818418
free,2,0,0,inf,inf,inf,324.66664576530457,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",0.8903145923041014,0.08293387775018327,,,,,,,,,,
free,2,2,0,inf,inf,inf,121.07873940467834,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",0.7960034636489185,0.1453068029933267,,,,,,,,,,
free,2,10,0,inf,inf,inf,115.26606678962708,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",0.6622269618634015,0.4460277170658586,,,,,,,,,,
free,2,12,0,inf,inf,inf,122.38013553619385,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",0.744240332251331,0.5842204981499738,,,,,,,,,,
