mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,xn0,xp0,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
free,20,4,1,0.4395500758565696,0.0014551073065760534,1.6481551869472747e-08,27.26065945625305,,0.25803734705102166,0.9346630214994046,1.355627020094085,9.5125093891514e-08,0.9434938095206435,0.009822121129948033,0.997491514543873,1.0033590693344212,1.0691107641261146,1.0026978784354306,0.9991818881383159,0.9734300689221494
free,20,15,1,0.49450181997733544,0.0014018102296109447,1.9738799419916575e-08,26.96597671508789,,0.06710589558886132,0.9004388796439186,2185.314413915468,1.6628533202770266e-07,0.5012940667064891,0.009026325726749584,1.148507841987739,1.1022272900215586,0.8388842767405762,0.42229084694637226,0.9248730180628009,1.1582714909693836
free,20,5,1,1.8008436966047565,0.0007091192834352,2.2691710801589685e-08,28.69499135017395,,0.5761517770023111,0.4338666567387499,29095.11713437685,0.02359215256507232,0.32952537865213166,0.003912234140489844,1.4442861860254348,1.072197157850414,1.098270565761434,0.12528692785954748,1.889927917193784,1.0082627319583557
free,20,12,1,0.2405444277072739,0.0018976186028645259,2.887872635952931e-08,31.58625555038452,,0.11222603064631717,0.4295811799045781,12.809302289819536,2.5538839726405855e-10,0.7870155955728716,0.015088700702909725,1.0689791886711177,1.0475116818436006,0.9541443331736283,0.15574323685230496,0.3176694270580461,1.0390802780976918
free,20,11,1,0.014022991958896114,0.0007295828532392079,4.072385980932534e-08,28.506682634353638,,0.42267314845179954,0.42819895533292207,10.797037417467006,1.787980556453721e-09,0.7742384857739655,0.007574710032542103,1.7377135976374254,0.9101033666050136,1.0566712029654908,0.026805535917605136,4.2687216598189295,0.9984749285391363
free,20,7,1,2.087024349905649,0.0012361766645483385,6.46713422877901e-08,489.0690772533417,,0.6891949658941248,0.17361740608505516,84921441.56560859,0.7851316948619197,28.857622229720977,6.885269530726745e-05,0.8058111377908797,1.207354652748213,673.0564713934681,1.7589846880741578,0.8531413935439379,858.8430852791491
free,20,13,1,0.8167864475886972,0.0007511223491114549,6.758156197926327e-08,27.282735347747803,,0.49446355171502593,0.1865266558712631,26392.01168378454,2.5777039768420646e-06,0.3069231642057503,0.004510620747391533,3.6051665192736047,1.0907963773123313,1.260352560828511,0.09099869726011817,0.9195437859421508,0.9287574971073422
free,20,14,1,2.1533252249830106,0.003208929720832643,7.818880116673967e-08,408.5817000865936,,0.8970233547808963,0.21930457009023763,691565325040.258,1.5138635508477107,7.135132300615982,6.207389876619256e-07,0.7151039990976468,1.3947656674031703,5.600761204646604,1.4228339500754439,0.786793217105461,35.826725584053406
free,20,8,1,1.4121110866041366,0.004409514897167455,1.7191223859611275e-07,27.76573371887207,,0.4861127989658467,0.8507697817442434,533.8847779659823,0.0006626142795191573,0.8369444901436027,0.005705186056912094,0.3692759658949635,1.0823599442764422,0.6405106517664887,0.005729988979393618,0.983225928468185,1.6538421956522686
free,20,6,0,inf,inf,inf,105.34067106246948,"ValueError('INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 784, in _wrapped_callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 223, in _callback\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 95, in pure_callback_impl\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/jax/_src/callback.py"", line 70, in __call__\n  File ""/home/onyero.ofuzim/venvs/jaxsys/lib/python3.12/site-packages/equinox/_errors.py"", line 88, in raises\n_EquinoxRuntimeError: The maximum number of solver steps was reached. Try increasing `max_steps`.\n\n\n--------------------\nAn error occurred during the runtime of your JAX program! Unfortunately you do not appear to be using `equinox.filter_jit` (perhaps you are using `jax.jit` instead?) and so further information about the error cannot be displayed. (Probably you are seeing a very large but uninformative error message right now.) Please wrap your program with `equinox.filter_jit`.\n--------------------\n')",0.8108024848593655,0.507065423372048,,,,,,,,,,
