Loop,1
Step,1
Setting
(11:45:53.743),CH1,=,4,V,0.045,A
Reading
(11:45:54.283),[0.5505813],CH1,=,1.401,V,0.046,A
(11:45:54.513),[0.780562],CH1,=,1.429,V,0.046,A
(11:45:54.753),[1.0206133],CH1,=,1.444,V,0.046,A
(11:45:54.983),[1.2505946],CH1,=,1.452,V,0.046,A
(11:45:55.223),[1.490689],CH1,=,1.457,V,0.046,A
(11:45:55.453),[1.7206743],CH1,=,1.461,V,0.046,A
(11:45:55.683),[1.9507217],CH1,=,1.464,V,0.046,A
(11:45:55.923),[2.1907116],CH1,=,1.466,V,0.046,A
(11:45:56.153),[2.420678],CH1,=,1.467,V,0.046,A
(11:45:56.393),[2.6607938],CH1,=,1.469,V,0.046,A
(11:45:56.623),[2.8907777],CH1,=,1.471,V,0.046,A
(11:45:56.864),[3.1308262],CH1,=,1.472,V,0.046,A
(11:45:57.093),[3.3607931],CH1,=,1.473,V,0.046,A
(11:45:57.334),[3.6008499],CH1,=,1.473,V,0.046,A
(11:45:57.564),[3.8308354],CH1,=,1.474,V,0.046,A
(11:45:57.794),[4.0609771],CH1,=,1.475,V,0.046,A
(11:45:58.034),[4.3009756],CH1,=,1.475,V,0.046,A
(11:45:58.264),[4.5309613],CH1,=,1.476,V,0.046,A
(11:45:58.504),[4.7709458],CH1,=,1.476,V,0.046,A
(11:45:58.734),[5.0010112],CH1,=,1.477,V,0.046,A
(11:45:58.974),[5.2410404],CH1,=,1.477,V,0.046,A
(11:45:59.204),[5.4710262],CH1,=,1.478,V,0.046,A
(11:45:59.434),[5.7011635],CH1,=,1.478,V,0.046,A
(11:45:59.674),[5.9411481],CH1,=,1.478,V,0.046,A
(11:45:59.904),[6.1711646],CH1,=,1.479,V,0.046,A
(11:46:00.144),[6.4113048],CH1,=,1.479,V,0.046,A
(11:46:00.374),[6.6413982],CH1,=,1.479,V,0.046,A
(11:46:00.614),[6.8814143],CH1,=,1.479,V,0.046,A
(11:46:00.844),[7.1114302],CH1,=,1.48,V,0.046,A
(11:46:01.074),[7.3415845],CH1,=,1.48,V,0.046,A
(11:46:01.314),[7.5816785],CH1,=,1.48,V,0.046,A
(11:46:01.544),[7.8116685],CH1,=,1.48,V,0.046,A
(11:46:01.784),[8.0516536],CH1,=,1.48,V,0.046,A
(11:46:02.014),[8.2816342],CH1,=,1.48,V,0.046,A
(11:46:02.254),[8.5216189],CH1,=,1.481,V,0.046,A
(11:46:02.484),[8.7516632],CH1,=,1.481,V,0.046,A
(11:46:02.724),[8.9916337],CH1,=,1.481,V,0.046,A
(11:46:02.955),[9.2218543],CH1,=,1.481,V,0.046,A
(11:46:03.185),[9.4518978],CH1,=,1.481,V,0.046,A
(11:46:03.425),[9.6918818],CH1,=,1.481,V,0.046,A
(11:46:03.655),[9.9218675],CH1,=,1.481,V,0.046,A
(11:46:03.895),[10.1619121],CH1,=,1.481,V,0.046,A
(11:46:04.125),[10.3919311],CH1,=,1.481,V,0.046,A
(11:46:04.365),[10.6320504],CH1,=,1.482,V,0.046,A
(11:46:04.595),[10.8620223],CH1,=,1.482,V,0.046,A
(11:46:04.825),[11.0921177],CH1,=,1.482,V,0.046,A
(11:46:05.065),[11.3322275],CH1,=,1.482,V,0.046,A
(11:46:05.295),[11.562213],CH1,=,1.482,V,0.046,A
(11:46:05.535),[11.8022025],CH1,=,1.482,V,0.046,A
(11:46:05.765),[12.0321828],CH1,=,1.482,V,0.046,A
(11:46:06.005),[12.2722698],CH1,=,1.482,V,0.046,A
(11:46:06.235),[12.5022594],CH1,=,1.482,V,0.046,A
(11:46:06.465),[12.7323013],CH1,=,1.482,V,0.046,A
(11:46:06.705),[12.9722857],CH1,=,1.482,V,0.046,A
(11:46:06.935),[13.2023209],CH1,=,1.482,V,0.046,A
(11:46:07.175),[13.4423009],CH1,=,1.482,V,0.046,A
(11:46:07.405),[13.6723818],CH1,=,1.482,V,0.046,A
(11:46:07.645),[13.9124963],CH1,=,1.482,V,0.046,A
(11:46:07.875),[14.1424769],CH1,=,1.482,V,0.046,A
(11:46:08.105),[14.3726564],CH1,=,1.482,V,0.046,A
(11:46:08.345),[14.6126422],CH1,=,1.482,V,0.046,A
(11:46:08.575),[14.8426851],CH1,=,1.482,V,0.046,A
(11:46:08.815),[15.0826692],CH1,=,1.482,V,0.046,A
(11:46:09.045),[15.312655],CH1,=,1.483,V,0.046,A
(11:46:09.285),[15.5526969],CH1,=,1.483,V,0.046,A
(11:46:09.515),[15.7826821],CH1,=,1.483,V,0.046,A
(11:46:09.755),[16.0226669],CH1,=,1.483,V,0.046,A
(11:46:09.985),[16.2526388],CH1,=,1.483,V,0.046,A
(11:46:10.215),[16.4826242],CH1,=,1.483,V,0.046,A
(11:46:10.455),[16.7227939],CH1,=,1.483,V,0.046,A
(11:46:10.686),[16.9529023],CH1,=,1.483,V,0.046,A
(11:46:10.926),[17.1930432],CH1,=,1.483,V,0.046,A
(11:46:11.156),[17.423083],CH1,=,1.483,V,0.046,A
(11:46:11.396),[17.6630673],CH1,=,1.483,V,0.046,A
(11:46:11.626),[17.893147],CH1,=,1.483,V,0.046,A
(11:46:11.856),[18.123132],CH1,=,1.483,V,0.046,A
(11:46:12.096),[18.3631589],CH1,=,1.483,V,0.046,A
(11:46:12.326),[18.593144],CH1,=,1.483,V,0.046,A
(11:46:12.566),[18.8331289],CH1,=,1.483,V,0.046,A
(11:46:12.796),[19.0631454],CH1,=,1.483,V,0.046,A
(11:46:13.036),[19.3031327],CH1,=,1.483,V,0.046,A
(11:46:13.266),[19.533116],CH1,=,1.483,V,0.046,A
(11:46:13.506),[19.7731005],CH1,=,1.483,V,0.046,A
(11:46:13.736),[20.0031971],CH1,=,1.483,V,0.046,A
(11:46:13.966),[20.2333503],CH1,=,1.483,V,0.046,A
(11:46:14.206),[20.4733824],CH1,=,1.483,V,0.046,A
(11:46:14.436),[20.7035236],CH1,=,1.483,V,0.046,A
